Cod Produto,Nome Produto,Preco Lista,Preco,Base Preco,Ref Marca,Trade Policy,Skuid,Id Listapreco,Canal Venda,Data Alterado
674,Pincel Para Delinear os Olhos Corpus,7.2,,,,1,371,1,1,2023-05-17 22:44:12.660000
675,Bloco Polidor Corpus,71.1,,,,1,372,1,1,2023-05-17 22:44:12.660000
676,Escova Mega Hair,41.1,,,,1,373,1,1,2023-05-17 22:44:12.660000
677,Kit Para Tintura Corpus,10.0,,,,1,374,1,1,2023-05-17 22:44:12.660000
678,Prendedor Para Cabelo Tipo Piranha Com 6 Unidades Corpus,7.6,,,,1,375,1,1,2023-05-17 22:44:12.660000
679,Esponja Frangance Violeta Corpus,3.6,,,,1,376,1,1,2023-05-17 22:44:12.660000
680,Capa De Corte Meia Manga Corpus,20.6,,,,1,377,1,1,2023-05-17 22:44:12.660000
681,Capa Cobre Ombros Corpus,15.7,,,,1,378,1,1,2023-05-17 22:44:12.660000
682,Saco Para Lixo Esfrelux Plus Com 30 Litros Em Almofada Com 10 Unidades Santa Maria,6.0,,,,1,93,1,1,2023-05-17 22:44:12.660000
683,Saco Para Lixo Esfrelux Plus Com 50 Litros Em Almofada Com 10 Unidades Santa Maria,6.0,,,,1,94,1,1,2023-05-17 22:44:12.660000
684,Saco Para Lixo Esfrelux Plus Com 100 Litros Em Almofada Com 5 Unidades Santa Maria,6.0,,,,1,95,1,1,2023-05-17 22:44:12.660000
685,Saco Para Lixo Esfrelux Plus Com 200 Litros Em Almofada Com 5 Unidades Santa Maria,6.0,,,,1,96,1,1,2023-05-17 22:44:12.660000
686,Esponja Esfrelux De Aço Big 20 G,7.2,,,,1,103,1,1,2023-05-17 22:44:12.660000
687,Esponja Esfrelux De Aço Big 50 G,12.0,,,,1,104,1,1,2023-05-17 22:44:12.660000
688,Esponja Esfrelux Brilliance Com 3 Unidades,15.4,,,,1,105,1,1,2023-05-17 22:44:12.660000
689,Esponja Esfrelux Lisa Com 2 Unidades,4.2,,,,1,106,1,1,2023-05-17 22:44:12.660000
690,Esponja Esfrelux Crespa Com 2 Unidades,4.2,,,,1,107,1,1,2023-05-17 22:44:12.660000
691,Esponja Esfrelux Dupla Face Com 2 Unidades,4.2,,,,1,108,1,1,2023-05-17 22:44:12.660000
692,Esponja Esfrelux Multiuso Unitária,1.8,,,,1,109,1,1,2023-05-17 22:44:12.660000
693,Esponja Esfrelux Multiuso Leve 4 Pague 3,5.3,,,,1,110,1,1,2023-05-17 22:44:12.660000
694,Esponja Esfrelux Antiaderente Unitária,1.8,,,,1,111,1,1,2023-05-17 22:44:12.660000
695,Esponja Esfrelux Limp Car,4.0,,,,1,112,1,1,2023-05-17 22:44:12.660000
696,Esponja Esfrelux Multiuso com 3 Unidades,5.3,,,,1,113,1,1,2023-05-17 22:44:12.660000
697,Esponja Esfrelux Soft Unitária,1.8,,,,1,114,1,1,2023-05-17 22:44:12.660000
698,Esponja Esfrelux Antiaderente Com 3 Unidades,4.7,,,,1,115,1,1,2023-05-17 22:44:12.660000
699,Esponja Esfrelux Soft Com 3 Unidades,4.7,,,,1,116,1,1,2023-05-17 22:44:12.660000
700,Esponja Esfrelux Multiuso Com Formato Protetor De Unhas Unitária,3.0,,,,1,117,1,1,2023-05-17 22:44:12.660000
701,Esponja Esfrelux Limp Grill,7.1,,,,1,118,1,1,2023-05-17 22:44:12.660000
702,Esponja Esfrelux Soft Com Formato Protetor De Unhas Unitária,3.0,,,,1,119,1,1,2023-05-17 22:44:12.660000
703,Esponja Esfrelux Antiaderente Com Formato Protetor De Unhas Unitária,3.0,,,,1,120,1,1,2023-05-17 22:44:12.660000
704,Esponja Esfrelux Multiuso Com Formato Protetor De Unhas Com 3 Unidades,6.8,,,,1,121,1,1,2023-05-17 22:44:12.660000
705,Esponja Esfrelux Maxi Lemon,3.8,,,,1,122,1,1,2023-05-17 22:44:12.660000
706,Esponja Esfrelux Limpa Fácil Com Cabo A,23.0,,,,1,123,1,1,2023-05-17 22:44:12.660000
707,Esponja Esfrelux Multiuso Com Cabo A,20.2,,,,1,124,1,1,2023-05-17 22:44:12.660000
708,Lava Louças Líquido Esfrelux Neutro De 500 ml,2.2,,,,1,125,1,1,2023-05-17 22:44:12.660000
709,Lava Louças Líquido Esfrelux Clear De 500 ml,2.2,,,,1,126,1,1,2023-05-17 22:44:12.660000
710,Lava Louças Líquido Esfrelux Limão De 500 ml,2.2,,,,1,127,1,1,2023-05-17 22:44:12.660000
711,Lava Louças Líquido Esfrelux Maçã  De 500 ml,2.2,,,,1,128,1,1,2023-05-17 22:44:12.660000
712,Unhas Postiças Colors Corpus Red Corpus,12.1,,,,1,254,1,1,2023-05-17 22:44:12.660000
713,Touca De Reflexo Corpus,8.5,,,,1,379,1,1,2023-05-17 22:44:12.660000
714,Unhas Postiças Colors Corpus Nude Corpus,12.1,,,,1,255,1,1,2023-05-17 22:44:12.660000
715,Saponáceo Em Pó Esfrelux Pinho 300 G,6.0,,,,1,380,1,1,2023-05-17 22:44:12.660000
716,Unhas Postiças Colors Corpus Black Corpus,12.1,,,,1,256,1,1,2023-05-17 22:44:12.660000
717,Vassoura Terreiro Com Cabo Santa Maria A,27.9,,,,1,381,1,1,2023-05-17 22:44:12.660000
718,Lixa De Pé Plástica Corpus,6.0,,,,1,257,1,1,2023-05-17 22:44:12.660000
719,Rodo Multiuso 30 Cm Sem Cabo,13.3,,,,1,382,1,1,2023-05-17 22:44:12.660000
720,Lixa Para Unha Com 5 Unidades Corpus,4.3,,,,1,258,1,1,2023-05-17 22:44:12.660000
721,Rodo Multiuso 40 Cm Sem Cabo,14.5,,,,1,383,1,1,2023-05-17 22:44:12.660000
722,Lixa Pedicure 2 em 1 Corpus,18.1,,,,1,259,1,1,2023-05-17 22:44:12.660000
723,Rodo Multiuso 60 Cm Sem Cabo,24.2,,,,1,384,1,1,2023-05-17 22:44:12.660000
724,Lixa Pedicure Tradicional Corpus,12.1,,,,1,260,1,1,2023-05-17 22:44:12.660000
725,Rodo Multiuso Vip 30 Cm Sem Cabo,6.4,,,,1,385,1,1,2023-05-17 22:44:12.660000
726,Lixa Para Unha Cor Parda Corpus,3.6,,,,1,261,1,1,2023-05-17 22:44:12.660000
727,Rodo Multiuso Vip 40 Cm Sem Cabo,7.1,,,,1,386,1,1,2023-05-17 22:44:12.660000
728,Lixa De Pé Reta Grande Corpus,7.7,,,,1,262,1,1,2023-05-17 22:44:12.660000
729,Vassoura Lava Casa Plástica Uso Externo Sem Cabo Santa Maria,16.9,,,,1,387,1,1,2023-05-17 22:44:12.660000
730,Lixa De Pé Reta Pequena Corpus,7.2,,,,1,263,1,1,2023-05-17 22:44:12.660000
731,Vassoura Phenix Multiuso Sem Cabo Santa Maria,12.1,,,,1,388,1,1,2023-05-17 22:44:12.660000
732,Vassoura Tutty Multiuso Sem Cabo Santa Maria,15.7,,,,1,389,1,1,2023-05-17 22:44:12.660000
733,Lixa De Pé Com Ralo Corpus,6.0,,,,1,265,1,1,2023-05-17 22:44:12.660000
734,Vassoura Varre Casa Uso Interno Sem Cabo Santa Maria,15.7,,,,1,390,1,1,2023-05-17 22:44:12.660000
735,Pedra Pomes Corpus,3.3,,,,1,266,1,1,2023-05-17 22:44:12.660000
736,Vassoura Vip Multiuso Sem Cabo,6.0,,,,1,391,1,1,2023-05-17 22:44:12.660000
737,Estojo Profissional Para Maquiagem Corpus,55.0,,,,1,267,1,1,2023-05-17 22:44:12.660000
738,Vassoura Piaçalux Sem Cabo Santa Maria,13.3,,,,1,392,1,1,2023-05-17 22:44:12.660000
739,Lixa Para Unha Unitária Corpus,5.1,,,,1,268,1,1,2023-05-17 22:44:12.660000
740,Pincéis Para Maquiagem Com 5 Unidades Corpus,15.7,,,,1,269,1,1,2023-05-17 22:44:12.660000
741,Vassoura Terreiro Sem Cabo Santa Maria,23.1,,,,1,393,1,1,2023-05-17 22:44:12.660000
